PublicationYear,PublicationClone,PublicationTarget,PublicationCitation,PublicationPubmed
"2019","","","Schwenk, J., et al. 2019. Neuron. 104:680-692.","31604597"
"2019","","","Peterson, S., et al. 2019. Exp Eye Res. 189:107825.","31589838"
"2019","K28/86","Pan-MAGUK","Manchanda, A., et al. 2019. Sci Rep. 9:14273.","31582816"
"2019","K28/43, K64/15","PSD-95, SAP97","Freudenberg, F. 2019. Sci Rep. 9:14060.","31575955"
"2019","N86/8","GFP","Ogino, K., et al. 2019. J Neurosci. 39:8988-8997.","31558619"
"2019","K28/43","PSD-95","Chu, J., et al. 2019. bioRxiv.",""
"2019","K69/3","Nav1.2","Mi, Z., et al. 2019. Front Mol Neurosci. 13:554.","31920555"
"2019","K65/35, K69/3, K74/71, K87A/10, N56/21, N106/36, N419/40","CASPR/Neurexin IV, Nav1.2, Nav1.1, Nav1.6, FGF14/FHF4, Ankyrin-G, Pan-Nav1","Alshammari, M., et al. 2019. Neural Plast. 2019:4893103.","31933626"
"2019","K65/35","CASPR/Neurexin IV","Aziz, N., et al. 2019. J Neurodev Disord. 11:35.","31839007"
"2019","N70/28","HCN1","Datta, P., et al. 2019. J Biol Chem. 294:19119-19136.","31694913"
"2019","N295B/66","Arl13b","Fish, E., et al. 2019. Sci Rep. 9:16057.","31690747"
"2019","K89/34","Kv2.1","Yu, W., et al. 2019. FASEB J. 33:14680-14689.","31682765"
"2019","N170A/1","Neurexin-1-beta","Forner, S., et al. 2019. Sci Rep. 9:15936.","31685865"
"2019","N16B/8","Kv3.1b","Malik, R., et al. 2019. Nat Commun. 10:4994.","31676823"
"2019","K28/43","PSD-95","Sharma, R., et al. 2019. Sci Rep. 9:16406.","31712561"
"2019","K28/43","PSD-95","Klein, M., et al. 2019. Cell Rep. 29:1789-1799.","31722197"
"2019","L127/12, N100/13","GAD65 + GAD67, GST","Halff, E., et al. 2019. Cell Rep. 29:2599-2607.","31775031"
"2019","","","Yoshida, S., et al. 2019. Nanomedicine. 24:102127.","31783139"
"2019","N295B/66","Arl13b","Ferent, J., et al. 2019. Cell Rep. 29:3356-3366.","31825820"
"2019","L57/46 or N263/31","Cav1.2","Hasan, R., et al. 2019. Proc Natl Acad Sci U S A.","31822608"
"2019","N134/12","Nav1.8","Lainez, S., et al. 2019. J Physiol. 597:4661-4675.","31290157"
"2019","N238/31","SAPAP1 + SAPAP2","Kwiatkowski, B., et al. 2019. Biomark Res. 7:13.","31321035"
"2019","N56/21, N106/36, N393/76","FGF14/FHF4, Ankyrin-G, Beta4-spectrin","Di Re, J., et al. 2019. Curr Protoc Neurosci. 89:e78.","31532918"
"2019","N100/13","GST","Zhao, X., et al. 2019. Sci Adv. 5:eaaw0315.","31328160"
"2019","L6/60","Slo1/BKAlpha","Lang, I., et al. 2019. FASEB J. 33:11721-11734.","31348683"
"2019","N271/44","ASIC1","Kim, J., et al. 2019. Am J Physiol Regul Integr Comp Physiol. 317:R641-R648.","31347922"
"2019","K89/34","Kv2.1","Nishino, K., et al. 2019. Acta Neuropathol Commun. 7:118.","31345270"
"2019","N367/62","Shank3","Guo, B., et al. 2019. Nat Neurosci. 22:1223-1234.","31332372"
"2019","A12/18","Pan-Neurofascin (extracellular)","Dubessy, A., et al. 2019. Glia. 67:2248-2263.","31328333"
"2019","N295B/66","Arl13b","Freeman, S., et al. 2019. EMBO Rep. 20:e47097.","31321879"
"2019","N52A/42","Mortalin/GRP75","Jurek, B., et al. 2019. Ann Neurol. 86:656-670.","31325344"
"2019","N86/38","GFP","Ki, Y. and Lim, C. 2019. Elife. 8:e40593.","31313987"
"2019","N202/7","Fig4/Sac3","Shisheva, A., et al. 2019. Mol Neurobiol. 56:8656-8667.","31313076"
"2019","K28/43 or K28/74","PSD-95","Lee, J. et al. 2019. PLoS One. 14:e0219691.","31306446"
"2019","N87/25, N106/36, N452/69","GABA(A)R, Beta3, Ankyrin-G, GABA(A)R, Gamma2L","Nathanson, A., et al. 2019. Cell Rep. 28:670-681.","31315046"
"2019","N133/21","RGS14","Alexander, G., et al. 2019. Neurobiol Learn Mem. 163:107044.","31319167"
"2019","K69/3, K74/71","Nav1.2, Nav1.1","Gomez, C., et al. 2019. J Neurosci. 39:7244-7259.","31308096"
"2019","L6/60","Slo1/BKAlpha","Yang, X., et al. 2019. J Biol Chem. 294:12921-12932.","31296663"
"2019","N295B/66","Arl13b","Lauring, M., et al. 2019. Cilia. 8:1.","31388414"
"2019","K28/43","PSD-95","Tullii, G., et al. 2019. ACS Appl Mater Interfaces. 11:28125-28137.","31356041"
"2019","K56A/50","CASK","Brouwer, M., et al. 2019. EMBO J. 38:e101289.","31368584"
"2019","N295B/66","Arl13b","Uzquiano, A., et al. 2019. Cell Rep. 28:1596-1611.","31390572"
"2019","K28/43 or K28/74","PSD-95","Carbonell, A., et al. 2019. Nat Commun. 10:3529.","31388001"
"2019","N221/12 or N221/17","TrpV1","Yu, J., et al. 2019. Biomed Pharmacother. 118:109308.","31401396"
"2019","N106","Ankyrin-G","Revah, O., et al. 2019. J Neurosci. 39:7790-7800.","31399533"
"2019","","","Bratzu, J., et al. 2019. Behav Brain Res. 375:112147.","31408664"
"2019","","","Roberts, A., et al. 2019. Brain Behav Immun. 82:188-202.","31437534"
"2019","","","Galland, F., et al. 2019. Neurochem Int. 131:104538.","31430518"
"2019","N295B/66","Arl13b","Arribat, Y., et al. 2019. J Clin Invest. 129:5312-5326.","31503551"
"2019","K57/1","Kv4.2","Park, H., et al. 2019. Cell Rep. 28:2939-2954.","31509753"
"2019","N68/6, N134/12","Nav1.7, Nav1.8","Vysokov, N., et al. 2019. Sci Rep. 9:12915.","31501450"
"2019","N95/35","GABA(A)R, Alpha1","Dunn, H., et al. 2019. Mol Psychiatry. 24:1902-1919.","31485013"
"2019","N212/3, N212/17","TRIP8b exon 4, TRIP8b constant","Foote, K., et al. 2019. J Biol Chem. 294:15743-15758.","31492750"
"2019","N10/7","Cavbeta4","Choi, C., et al. 2019. Mol Brain. 12:75.","31477143"
"2019","N106/36","Ankyrin-G","Fletcher-Jones, A., et al. 2019. Elife. 8:e44252.","31036155"
"2019","N18/30","PSD-93/Chapsyn-110","Hu, Z., et al. 2019. Stem Cells Dev. 28:860-870.","31038014"
"2019","N106/36","Ankyrin-G","Zhang, W., et al. 2019. Front Cell Neurosci. 13:152.","31068791"
"2019","N106/36","Ankyrin-G","Walton, C., et al. 2019. Sci Rep. 9:4594.","30872646"
"2019","","","Jones, K., et al. 2019. Mol Cell Neurosci. 98:19-31.","31059774"
"2019","K28/43","PSD-95","Orav, E., et al. 2019. Mol Neurobiol. 56:7473-7489.","31044365"
"2019","N212/7","TRIP8b constant","Hammelmann, V., et al. 2019. JCI Insight. 4.","31045576"
"2019","N105/17","Ankyrin-B","Wang, G., et al. 2019. Elife. 8:e38730.","31042147"
"2019","N106/36","Ankyrin-G","Rojek, K., et al. 2019. PLoS Biol. 17:e3000253.","31042703"
"2019","","","Ednie, A., et al. 2019. J Mol Cell Cardiol. 132:13-23.","31071333"
"2019","N95/35","GABA(A)R, Alpha1","Hernandez, C., et al. 2019. Brain. 142:1938-1954.","31056671"
"2019","","","Herrera, E., et al. 2019. Nitric Oxide. 89:71-80.","31063821"
"2019","K75/41","Kv4.3","Wang, Y., et al. 2019. Br J Pharmacol. 176:2780-2794.","31074016"
"2019","","","Meijer, M., et al. 2019. Cell Rep. 27:2199-2211.","31091456"
"2019","","","Rhee, H., et al. 2019. Cell Rep. 27:2212-2228.","31091457"
"2019","N86/8","GFP","Gunn, T., et al. 2019. Mamm Genome. 30:151-165.","31089807"
"2019","N86/8","GFP","Stackpole, E., et al. 2019. Biol Open. 8.","31434643"
"2019","L117/1, N59/20","IRSp53/BAIAP2, GluN2B/NR2B","Dosemeci, A., et al. 2019. Mol Brain. 12:72.","31439005"
"2019","N70/28","HCN1","Tetenborg, S., et al. 2019. Front Mol Neurosci. 12:206.","31555090"
"2019","","","Xu, H., et al. 2019. Exp Cell Res. 384:111547.","31472117"
"2019","","","Suh, J., et al. 2019. Cell. 178:1159-1175.","31442405"
"2019","N68/6","Nav1.7","Grubinska, B., et al. 2019. Mol Pain. 15:1744806919881846.","31550995"
"2019","K28/43","PSD-95","Mitroi, D., et al. 2019. EMBO Rep. 20:e48143.","31535451"
"2019","","","Sohn, P., et al. 2019. Neuron. 104:458-470.","31542321"
"2019","N241A/34","LRRK2/Dardardin","Fernandez, B., et al. 2019. Biochem J. 476:2797-2813.","31527116"
"2019","N86/8, N103/39","GFP, Aldh1L1","Men, Y., et al. 2019. Nat Commun. 10:4136.","31515491"
"2019","","","Richard, E., et al. 2019. Am J Hum Genet. 105:869-878.","31564433"
"2019","N2/16","Slo3","Chavez, J., et al. 2019. Mol Biol Rep. 46:5561-5567.","31270758"
"2019","N86/8","GFP","Olsen, A. and Feany, M. 2019. Glia. 67:1933-1957.","31267577"
"2019","","","Takashima, M., et al. 2019. Food Chem Toxicol. 132:110669.","31299294"
"2019","N106/36","Ankyrin-G","Steinecke, A., et al. 2019. Cell Rep. 28:325-331.","31291570"
"2019","K65/35","CASPR/Neurexin IV","Wang, M., et al. 2019. Theranostics. 9:4474-4493.","31285774"
"2019","K28/43","PSD-95","Tiscione, S., et al. 2019. J Cell Biol. 218:4141-4156.","31601621"
"2019","K89/34","Kv2.1","Kang, S., et al. 2019. Ann Neurol. 86:899-912.","31600826"
"2019","K89/34, N479/107","Kv2.1, VAPA+ VAPB","Kirmiz, M., et al. 2019. J Biol Chem. 294:17735-17757.","31594866"
"2019","K28/43","PSD-95","Scheefhals, N., et al. 2019. Cell Rep. 29:258-269.","31597090"
"2019","","","Dong, J., et al. 2019. Elife. 8:e48750.","31566565"
"2019","K60/73, K57/1, L28/4, K55/82, K14/16","Kv4.2 K+ channel (external), Kv1.2 K+ channel, KChIP2b K+ channel, Kv4.2 K+ channel, Pan-KChIP K+ channel","Carrillo-Reid et al. eLife","31017573"
"2019","K57/1, K55/82","Kv4.2 K+ channel (external), Pan-KChIP K+ channel","Tabor et al. Molecular and cellular neurosciences","31212013"
"2019","K19/36, K36/15, K14/16, K75/41","Kv1.6 K+ channel, Kv1.1 K+ channel (external), Kv1.2 K+ channel, Kv4.3 K+ channel","Zheng et al. Neuron","31248728"
"2019","N295B/66","Arl13b","Shohayeb et al. Human molecular genetics","31816041"
"2019","N295B/66","Arl13b","Quilichini et al. Cellular and molecular gastroenterology and hepatology","31229598"
"2019","N228A/16","Lhx6.1","Abecassis et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","31811030"
"2019","K57/1, N96/55, L21/32, N229A/32, N86/8, N116/14, K75/41, K74/71, K13/31, L6/60, K28/43, N100/13, N103/31, K17/70, N103/39, K7/45, N70/28, N86/38, K65/","Ankyrin-G (staining), GST, Kvbeta1.1/KCNAB1 K+ channel, HCN1, Kv1.1 K+ channel (external), Kv1.5 K+ channel, Pan-MAGUK, Slo1/BKAlpha maxi-K+ channel,","Andrews et al. eLife","30667360"
"2019","K89/34","Kv2.1 K+ channel","Vullhorst et al. Molecular neurobiology","31522381"
"2019","K89/34","Kv2.1 K+ channel","Yu et al. Cell death & disease","31591393"
"2019","K89/34","Kv2.1 K+ channel","Nishino et al. Acta neuropathologica communications","31345270"
"2019","K89/34","Kv2.1 K+ channel","Thiebaud et al. Scientific reports","31664163"
"2019","K89/34","Kv2.1 K+ channel","Yu et al. FASEB journal : official publication of the Federation of American Societies for Experimental Biology","31682765"
"2019","A12/18","Pan-Neurofascin (extracellular)","Harterink et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","30967428"
"2019","N106/36, A12/18","Ankyrin-G (staining), Pan-Neurofascin (extracellular)","Farias et al. Neuron","30772082"
"2019","A12/18, N419/40","Pan-Nav1 Na+ channel, Pan-Neurofascin (extracellular)","Sole et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","30914445"
"2019","N106/36, A12/18","Ankyrin-G (staining), Pan-Neurofascin (extracellular)","Ribeiro et al. PLoS biology","31658245"
"2019","A12/18, N106/20, L11A/41","Ankyrin-G (blotting), Pan-Neurofascin (extracellular), Pan-Neurofascin","Alpizar et al. Frontiers in cellular neuroscience","30723396"
"2019","N106/36, N23B/49","Ankyrin-G (staining), Pan-Shank","Yoon et al. Neuron","31813652"
"2019","N46/30, N106/36, A12/18, N57/2, N283/7, K14/16","Ankyrin-G (staining), Pan-Neurofascin (extracellular), ADAM22 (cytoplasmic), ADAM22 (extracellular), Kv1.2 K+ channel, Lgi1","Hivert et al. Journal of cell science","30598502"
"2019","N100/13","GST","Zhao et al. Science advances","31328160"
"2019","N100/13","GST","Halff et al. Cell reports","31775031"
"2019","N206A/8","GFAP","Peterson et al. Experimental eye research","31589838"
"2019","N206A/8","GFAP","Dragic et al. Neuroscience","31682945"
"2019","N103/39, N206A/8","GFAP, Aldh1L1 (blotting)","Sorrells et al. Nature communications","31227709"
"2019","N192/12","alpha subunit, Gs protein","Singh et al. Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology","30617260"
"2019","N399/19","Alpha2, GABA(A)R","Mueller et al. The Journal of comparative neurology","31642070"
"2019","N86/8","GFP","Erben et al. Current protocols in neuroscience","30791216"
"2019","N39B/8, 62-3G1, N110/29, K28/43, N86/8","GIT1, PSD-95, GFP, Beta2+3, GABA(A)R, Neuroligin-3","Davenport et al. Cell reports","30784587"
"2019","N86/8","GFP","Olsen et al. Glia","31267577"
"2019","N86/8","GFP","Stackpole et al. Biology open","31434643"
"2019","N103/39, N86/8","GFP, Aldh1L1 (blotting)","Men et al. Nature communications","31515491"
"2019","N86/8","GFP","Nihei et al. Acta neuropathologica","31642962"
"2019","N86/8","GFP","Ogino et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","31558619"
"2019","N86/8","GFP","Subramanian et al. The Journal of cell biology","30674579"
"2019","L117/1, N59/20","IRSp53/BAIAP2, GluN2B/NR2B glutamate receptor","Dosemeci et al. Molecular brain","31439005"
"2019","N1/12","KCC2","Lizhnyak et al. Journal of neurotrauma","31122143"
"2019","N295B/66","Arl13b","Hwang et al. Current biology : CB","30799239"
"2019","N295B/66","Arl13b","Ferent et al. Cell reports","31825820"
"2019","N295B/66","Arl13b","Zhang et al. Proceedings of the National Academy of Sciences of the United States of America","30622176"
"2019","N295B/66","Arl13b","Fish et al. Scientific reports","31690747"
"2019","N295B/66","Arl13b","Arribat et al. The Journal of clinical investigation","31503551"
"2019","N295B/66","Arl13b","Insinna et al. Nature communications","30783093"
"2019","N295B/66","Arl13b","Munoz-Estrada et al. Journal of cell science","31391239"
"2019","K7/45, K17/70, K9/40, L28/4","Kv4.2 K+ channel, Kv1.5 K+ channel, Kvbeta1.1/KCNAB1 K+ channel, Kvbeta2/KCNAB2 K+ channel","Kilfoil et al. Journal of molecular and cellular cardiology","31639389"
"2019","N3/26, N68/6, N134/12","Slo2.2/Slack, Nav1.7, Nav1.8","Pryce et al. FASEB journal : official publication of the Federation of American Societies for Experimental Biology","30860870"
"2019","K13/31 or L71/5, K14/16 or L76/36, N68/6","Kv1.4, Kv1.2, Nav1.7","Sun et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","31182635"
"2019","","","Li et al. Translational psychiatry","31740674"
"2019","L21/32, N59/20 or N59/36, N355/1","GluA2/GluR2, GluN2B/NR2B, GluA1/GluR1","Durante et al. Brain : a journal of neurology","30927362"
"2019","N110/29, N97A/31","Neuroligin-3, Neuroligin-1","Binda et al. The Biochemical journal","30602588"
"2019","K28/43","PSD-95","Patel et al. Journal of neurotrauma","30747034"
"2019","N106/36, K14/16","Ankyrin-G (staining), Kv1.2 K+ channel","Kim et al. Frontiers in cellular neuroscience","31680869"
"2019","K28/43, L118/80, N28/9","VGlut1, PSD-95, VGAT","Schartz et al. Physiology & behavior","31628931"
"2019","K64/15, N18/30","PSD-93/Chapsyn-110, SAP97","Bach et al. Neuropharmacology","30836092"
"2019","N221/12 or N221/17","TrpV1","Yu et al. Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie","31401396"
"2019","K28/43, N19/2","PSD-95, SAP102","Gutierrez et al. Frontiers in cellular neuroscience","31849613"
"2019","K28/74, N308/48","PSD-95, GluN1/NR1 glutamate receptor","Deng et al. Anesthesiology","30839350"
"2019","","","Boccalaro et al. The Journal of comparative neurology","30773633"
"2019","L6/60","Slo1/BKAlpha maxi-K+ channel","Tanner et al. Arthritis research & therapy","30612588"
"2019","N1/12 or N1/66","KCC2","Hinz et al. Acta neuropathologica communications","31796123"
"2019","K28/43, K56A/50","PSD-95, CASK","Han et al. Scientific reports","31745231"
"2019","K28/43, L21/32, N245/36, N355/1","GluA2/GluR2 glutamate receptor, PSD-95, TARPGamma2+4+8, GluA1/GluR1 glutamate receptor","Schwenk et al. Neuron","31604597"
"2019","K28/43, L21/32, L124/59, N87/25","PSD-95, GluA2A/GluR2, Bassoon, GABA(A)R, Beta3","Moretto et al. Cell reports","31665629"
"2019","N95/35, K39/25","Kv2.1 K+ channel (external), Alpha1, GABA(A)R","Zhao et al. Molecular brain","30683131"
"2019","","","Quraishi et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","31350261"
"2019","N106/36","Ankyrin-G (staining)","Sohn et al. Neuron","31542321"
"2019","N2/16","Slo3","Chavez et al. Molecular biology reports","31270758"
"2019","K28/43, L21/32, N355/1, N86/8","GluA2/GluR2 glutamate receptor, PSD-95, GFP, GluA1/GluR1 glutamate receptor","Troyano-Rodriguez et al. Molecular and cellular neurosciences","31216424"
"2019","N68/6, L51/82","MMP9, Nav1.7 Na+ channel","Grubinska et al. Molecular pain","31550995"
"2019","N114/10","HCN4","Oyrer et al. Frontiers in molecular neuroscience","31555092"
"2019","N29/29, N34/34, N28/9","VGlut1, VGlut3, VGlut2","Gagliuso et al. Journal of neurophysiology","31166818"
"2019","L21/32, N72/16","GluA2/GluR2 glutamate receptor, Kv3.4 K+ channel","Murray et al. Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology","31146278"
"2019","L23/27","Kv1.3 K+ channel","Gao et al. Journal of neuroinflammation","31153377"
"2019","","","Eyre et al. Frontiers in neural circuits","31507383"
"2019","N241A/34","C-terminus, LRRK2/Dardarin","Fernandez et al. The Biochemical journal","31527116"
"2019","K28/43","PSD-95","Dioli et al. Translational psychiatry","31028242"
"2019","K28/43","PSD-95","Colnaghi et al. Frontiers in cellular neuroscience","31749687"
"2019","","","Rainville et al. Steroids","30902433"
"2019","N86/38","GFP","Rudenko et al. Journal of Alzheimer's disease : JAD","31524157"
"2019","K28/43, N59/36","PSD-95, GluN2B/NR2B glutamate receptor","Chiu et al. Cell reports","31291571"
"2019","N263/31, N7/18","Cavbeta1 Ca2+ channel, Cav1.2 Ca2+ channel","Morgenstern et al. eLife","31403402"
"2019","N422/18","GluN2C/NR2C glutamate receptor","Shelkar et al. Scientific reports","31110197"
"2019","","","Carrano et al. Molecular neurobiology","31069631"
"2019","N144/14","6xHis","Aaron et al. ACS infectious diseases","31820926"
"2019","N129/15","Mad3 (human)","Ngo et al. Frontiers in molecular biosciences","30838212"
"2019","K28/86","Pan-MAGUK","Manchanda et al. Scientific reports","31582816"
"2019","","","Kim et al. Biochemistry and biophysics reports","30662960"
"2019","N106/36","Ankyrin-G (staining)","Steinecke et al. Cell reports","31291570"
"2019","K39/25 or K89/34 or L80/21 or L83/11","Kv2.1","Romer et al. The Journal of physiology","31145471"
"2019","K28/43, N459/84","PSD-95, SAPAP2","Liu et al. Molecular vision","31819340"
"2019","N144/14","6xHis","Li et al. Stem cells international","31065282"
"2019","N76/3","11NQ, Ataxin-1","Hu et al. Brain : a journal of neurology","30649233"
"2019","N106/36, N46/30, N106/20","Ankyrin-G (staining), Ankyrin-G (blotting), ADAM22 (cytoplasmic)","Tai et al. Neuron","30846310"
"2019","N104/37","SNAT1","Shisheva et al. Molecular neurobiology","31313076"
"2019","K65/35","CASPR/Neurexin IV","Wang et al. Theranostics","31285774"
"2019","N106/65","Ankyrin-G","Moubarak et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","31028116"
"2019","N206A/8","GFAP","Gatto et al. Magma (New York, N.Y.)","30771034"
"2019","K28/43 or K28/74","PSD-95","Schorova et al. Cellular and molecular life sciences : CMLS","30904951"
"2019","N76/8, N133/21","RGS14, 11NQ, Ataxin-1","Suh et al. Cell","31442405"
"2019","N355/1","GluA1/GluR1 glutamate receptor","Yennawar et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","30952813"
"2019","","","Nabel et al. Frontiers in cellular neuroscience","30837841"
"2019","L6","Slo1/BKAlpha","Zanatta et al. Biochimica et biophysica acta. Biomembranes","30639285"
"2019","","","Ratzan et al. PloS one","30964862"
"2019","N241A/34","C-terminus, LRRK2/Dardarin","Atashrazm et al. Movement disorders : official journal of the Movement Disorder Society","30597610"
"2019","N28/9","VGlut1","Bland et al. Endocrinology","31199479"
"2019","N134/12, N68/6","Nav1.8 Na+ channel, Nav1.7 Na+ channel","Vysokov et al. Scientific reports","31501450"
"2019","N29/29","VGlut2","Huang et al. Molecular autism","30792833"
"2019","K75/41","Kv4.3 K+ channel","Wang et al. British journal of pharmacology","31074016"
"2019","K14/16","Kv1.2 K+ channel","Tavares et al. Brain sciences","31315270"
"2019","N106/65, K74/71, N419/40, N375/67, K69/3","Ankyrin-G (staining), Nav1.1 Na+ channel, Kv3.3 K+ channel, Pan-Nav1 Na+ channel, Nav1.2 Na+ channel","Hosoi et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","31201232"
"2019","K28/43","PSD-95","Moreno-Jimenez et al. Frontiers in cell and developmental biology","31080799"
"2019","N133/21","RGS14","Alexander et al. Neurobiology of learning and memory","31319167"
"2019","K69/3, K74/71","Nav1.2 Na+ channel, Nav1.1 Na+ channel","Yang et al. Frontiers in cellular neuroscience","31354436"
"2019","N114/10","HCN4","Schulze et al. Biomaterials","30933775"
"2019","N6/38, N114/10, N28/9","VGlut1, HCN4, VAChT","Yamagata et al. Frontiers in molecular neuroscience","30687002"
"2019","","","Modgil et al. Frontiers in molecular neuroscience","30804752"
"2019","N295B/66","Arl13b","Legue et al. Current biology : CB","30799240"
"2019","","","Orenbuch et al. Frontiers in neuroscience","31133774"
"2019","K28/74, N19/2, N59/20, N308/48","PSD-95, GluN2B/NR2B glutamate receptor, GluN1/NR1 glutamate receptor, SAP102","Koster et al. eLife","30946007"
"2019","N133/21 or N133/35","RGS14","Takahashi et al. Neuropharmacology","30831160"
"2019","N106/36","Ankyrin-G (staining)","Wang et al. Cell reports","30865900"
"2019","N295B/66","Arl13b","Engelke et al. Current biology : CB","30905605"
"2019","N106/36","Ankyrin-G (staining)","Zhang et al. Frontiers in cellular neuroscience","31068791"
"2019","K7/45, L23/27, K64/15, K40/17","Kv1.5 K+ channel, Pan-Kvbeta K+ channel, SAP97, Kv1.3 K+ channel","Dong et al. Journal of immunology (Baltimore, Md. : )","31028120"
"2019","N206A/8 or N206B/9","GFAP","Olde Heuvel et al. Brain, behavior, and immunity","31207335"
"2019","K64/15","SAP97","Dong et al. International immunology","31169885"
"2019","N1/12","KCC2","Pisella et al. Science signaling","31615899"
"2019","N134/12","Nav1.8","Lainez et al. The Journal of physiology","31290157"
"2019","N52A/42","Mortalin/GRP75","Jurek et al. Annals of neurology","31325344"
"2019","N28/9","VGlut1","Bratzu et al. Behavioural brain research","31408664"
"2019","K65/35, N106/36","CASPR/Neurexin IV, Ankyrin-G","Djannatian et al. Nature communications","31641127"
"2019","N114/10","HCN4","Revah et al. The Journal of neuroscience : the official journal of the Society for Neuroscience","31399533"
"2019","L80/21, N372B/1","Kv2.1 K+ channel, Kv2.2 K+ channel","Raus Balind et al. Nature communications","31015414"
"2019","N255/38","Nav1.4 Na+ channel","Vassilopoulos et al. Nature communications","31862971"
"2019","L23/27","Kv1.3","Sole et al. FASEB journal : official publication of the Federation of American Societies for Experimental Biology","30969795"
"2019","K65/35","CASPR/Neurexin IV","Aziz et al. Journal of neurodevelopmental disorders","31839007"
"2019","N241A/34","C-terminus, LRRK2/Dardarin","Schaffner et al. Cell research","30858560"
"2019","N106/36","Ankyrin-G (staining)","Jha et al. Glia","31453649"
"2019","N106/36","Ankyrin-G (staining)","Rovira-Esteban et al. eNeuro","31636080"
"2019","N70/28","HCN1","Naumov et al. Journal of neurophysiology","30943094"
"2019","N133/21","RGS14","Dominguez et al. Cell reports","31665627"
"2019","N170A/1 or N170A/26","Neurexin-1-beta","Jeon et al. ACS applied materials & interfaces","30707832"
"2019","","","Wang et al. Biochemical and biophysical research communications","31186137"
"2019","L21/32, N308/48","GluA2/GluR2 glutamate receptor, GluN1/NR1 glutamate receptor","Vo et al. Molecular and cellular neurosciences","30991103"
"2019","N28/9","VGlut1","Nagendran et al. Frontiers in cellular neuroscience","31607869"
"2019","K28/43, N59/36, N308/48","PSD-95, GluN2B/NR2B glutamate receptor, GluN1/NR1 glutamate receptor","Choi et al. Frontiers in molecular neuroscience","31156385"
"2019","N244/5","SynCAM4","Elazar et al. The Journal of cell biology","31451613"
"2019","N28/9","VGlut1","Paranjape et al. Journal of visualized experiments : JoVE","31107446"
"2019","N86/38","GFP","Eltes et al. The Journal of physiology","31006863"
"2019","N86/38","GFP","Ki et al. eLife","31313987"
"2019","N367/62","Shank3","Zhou et al. Nature","31189958"
"2019","N95/35","GABA(A)R, Alpha1","Hernandez et al. Brain : a journal of neurology","31056671"
"2019","N75/33, N103/31","Aldh1L1 (staining), mGluR1/5 (Group I) glutamate receptor","Granatiero et al. Life science alliance","31658977"
"2019","K28/43","PSD-95","Joshi et al. Cell reports","31618636"
"2019","N206A/8","GFAP","Boisvert et al. Cell death & disease","30975982"
"2019","K28/43","PSD-95","Jones et al. Molecular and cellular neurosciences","31059774"
"2019","K28/43 or K28/74, L121/25 or L121/42, N59/20 or N59/36, N308/48, N327/95 or N327A/38","PSD-95, nNOS/NOS1, GluN2B/NR2B, GluN1/NR1, GluN2A/NR2A","Luo et al. Cell death & disease","31235685"
"2019","N295B/66","Arl13b","Bansal et al. Frontiers in cellular neuroscience","31249512"
"2019","N59/20 or N59/36, N355/1","GluN2B/NR2B, GluA1/GluR1","Paskus et al. Cell reports","31801062"
"2019","K28/43","PSD-95","Scheefhals et al. Cell reports","31597090"
"2019","K28/43","PSD-95","Klein et al. Cell reports","31722197"
"2019","N46/30, N106/36, K13/31, K20/78, K14/16","Kv1.1 K+ channel, ADAM22 (cytoplasmic), Kv1.2 K+ channel, Ankyrin-G (staining), Kv1.4 K+ channel","Bonetto et al. Frontiers in cellular neuroscience","31164806"
"2019","N103/39","Aldh1L1 (blotting)","Luo et al. Cell reports","31747607"
"2019","N170A/1","Neurexin-1-Beta","Forner et al. Scientific reports","31685865"
"2019","N106/36","Ankyrin-G (staining)","Meijer et al. Cell reports","31091456"
"2019","N86","GFP","Ganjawala et al. Molecular therapy : the journal of the American Society of Gene Therapy","31010741"
"2019","K28/43","PSD-95","Sharma et al. Scientific reports","31712561"
"2019","N207/27","LRP4 (extracellular)","Zhang et al. eLife","31268420"
"2019","N1/12","KCC2","Watanabe et al. Science signaling","31615901"
"2019","N295B/66","Arl13b","Uzquiano et al. Cell reports","31390572"
"2019","N106/36","Ankyrin-G (staining)","D'Souza et al. Neuron","31623918"
"2019","N241A/34","C-terminus, LRRK2/Dardarin","Berndsen et al. eLife","31663853"
"2019","N275/14","Synaptotagmin-7","Turecek et al. Neuron","30733150"
"2019","K28/43","PSD-95","Duan et al. Frontiers in cellular neuroscience","31231192"
"2019","N18/30","PSD-93/Chapsyn-110","Hu et al. Stem cells and development","31038014"
"2019","N295B/66","Arl13b","Chang et al. Developmental cell","30695697"
"2019","N75/33","mGluR1/5 (Group I) glutamate receptor","Edfawy et al. Nature communications","30926797"
